Producto_ID,NombreProducto
31211,Churritos Chile y Limon 60g BAR 31211
31221,Mini Gansito Pack 3p 75g MLA 31221
31222,Mini Gansito Pack 3p 75g MTA MLA 31222
31231,Barra Multigrano Mix 6p 198g MTA BIM 31231
31232,Barra Multigrano Mix 6p 198g CU BIM 31232
31245,Bran Frut Mix 20p CU BIM 31245
31246,Bubulubu Twin Pack 70g Bolsa TR RIC 31246
31267,DuoPack BranFrut FresaPina 480g MTA BIM 31267
31274,Roles Canela con Pasas 4p 240g BIM 31274
31277,Rebanada 4p 110g BIM 31277
31278,Rebanada 4p 110g MTA BIM 31278
31279,Rebanada 4p 110g TAB BIM 31279
31283,Bimbunuelos 6p 99g Prom BIM 31283
31284,Bimbunuelos 6p 99g Prom MTB BIM 31284
31298,Duo Bigotes 210g TR 31298
31299,Duo Bigotes 210g MTA TR 31299
31307,Tostado Integral 250g BIM 31307
31309,Canelitas 90g MLA 31309
31310,Canelitas 90g MTB MLA 31310
31311,Canelitas 90g TAB MLA 31311
31313,Duo Marias 170g CU LAR 31313
31315,Gansi Premio 1p 50g SP MLA 31315
31316,Gansi Premio 1p 50g SP MTB MLA 31316
31319,Hot Dog Inte Est Sonora 500g DIF BIM 31319
31320,Barra Multigrano Nuez 12p Prom CU BIM 31320
31322,Bran Frut Fresa 18p Prom CU BIM 31322
31333,Mini Cereal Besos Canela 120g CU Cj GBI 31333
31338,Lors 8p 74g SP MTB MLA 31338
31339,Lors 8p 74g SP TAB MLA 31339
31340,Plativolos 8p 64g SP MLA 31340
31341,Plativolos 8p 64g SP MTB MLA 31341
31392,Pan Doble Fibra 640g BIM 31392
31393,Pan Doble Fibra 640g MTA BIM 31393
31394,Pan Doble Fibra 640g TAB BIM 31394
31403,Tortillinas Grano Entero 10p 275g TR 31403
31420,Bran Frut Energy 55g SP BIM 31420
31421,Bran Frut Energy 55g SP MTB BIM 31421
31423,Donas Azucar Tubo 10p 158g BIM 31423
31445,Barra Multigrano Linaza 12p 384g Cj BIM 31445
31447,Duo Bran Frut Fresa y Cookie 60g BIM 31447
31457,Mantecadas Vain 6p 188g Det Prom TAB BIM 31457
31466,Principe Tubo 14p 152g SP MLA 31466
31467,Principe Tubo 14p 152g SP MTB MLA 31467
31468,Lors Tubo 18p 148g SP MLA 31468
31469,Lors Tubo 18p 148g SP MTB MLA 31469
31470,Triki Trakes Tubo 20p 174g SP MLA 31470
31471,Triki Trakes Tubo 20p 174g SP MTB MLA 31471
31473,Salmas 360g CJM SAN 31473
31474,Salmas Maiz Horn 108g CUB SAN 31474
31476,Tripack Clasica 200g CJM SAN 31476
31484,Plativolos Tubo 18p 144g SP MLA 31484
31485,Plativolos Tubo 18p 144g SP MTB MLA 31485
31497,Thins Multigrano 340g ORO 31497
31498,Thins Multigrano 340g MTA ORO 31498
31499,Thins Fibra Granos Enteros 340g ORO 31499
31500,Thins Fibra Granos Enteros 340g MTA ORO 31500
31502,Tostado Integral 250g MTA BIM 31502
31504,Tostado Integral 250g TAB BIM 31504
31506,Polvoron 6p 113g MLA 31506
31507,Polvoron 6p 113g MTB MLA 31507
31508,Polvoron 6p 113g TAB MLA 31508
31510,Canelitas 50p 275g Tubo MTB MLA 31510
31511,Canelitas Tubo 33p 180g SP MLA 31511
31512,Canelitas Tubo 33p 180g SP MTB MLA 31512
31513,Polvorones Tubo 18p 250g SP MLA 31513
31514,Polvorones Tubo 18p 250g SP MTB MLA 31514
31516,Polvorones Tubo 27p 385g MTB MLA 31516
31518,Plativolos KC 691g MLA 31518
31519,Polvorones KC 1058g MLA 31519
31520,Principe KC 719g MLA 31520
31524,Salmas Maiz Horn 108g TBE SAN 31524
31535,Medias Noches 10p 430g MTA BIM 31535
31574,Galleta Manzana Canela 12p 150g TR 31574
31575,Polvoroncitos Caseros 12p 195g TR 31575
31579,Suavicremas Chocolate 237g MLA 31579
31580,Suavicremas Chocolate 237g MTA MLA 31580
31581,Suavicremas Chocolate 237g TAB MLA 31581
31582,Suavicremas Chocolate 158g SP MLA 31582
31583,Suavicremas Fresa 237g MLA 31583
31584,Suavicremas Fresa 237g MTA MLA 31584
31585,Suavicremas Fresa 237g TAB MLA 31585
31586,Suavicremas Fresa 158g SP MTA MLA 31586
31587,Suavicremas Vainilla 237g MLA 31587
31588,Suavicremas Vainilla 237g MTA MLA 31588
31589,Suavicremas Vainilla 237g TAB MLA 31589
31590,Suavicremas Vainilla 158g SP MTA MLA 31590
31593,Polvorones Kc 605g CU MLA 31593
31594,Triki Trakes KC 417g CU MLA 31594
31596,Sponch Fresa KC 675g MLA 31596
31599,Deliciosas Vainilla 90g LAR 31599
31600,Deliciosas Vainilla 90g MTA LAR 31600
31609,Deliciosas Vainilla 160g LAR 31609
31610,Deliciosas Vainilla 160g MTA LAR 31610
31612,Deliciosas Vainilla 380g LAR 31612
31613,Deliciosas Vainilla 380g MTA LAR 31613
31618,Chocochispas 80g LAR 31618
31619,Chocochispas 80g MTA LAR 31619
31621,Chocochispas 170g LAR 31621
31622,Chocochispas 170g MTA LAR 31622
31624,Chocochispas 280g LAR 31624
31625,Chocochispas 280g MTA LAR 31625
31626,Chocochispas 280g TAB LAR 31626
31627,Canapinas 140g LAR 31627
31628,Canapinas 140g MTA LAR 31628
31655,Deliciosas Chocolate 160g LAR 31655
31656,Deliciosas Chocolate 160g MTA LAR 31656
31667,Sandwich Blanco Jamon PPlus 90g MTA LON 31667
31668,Sand Bco Jamon sn Chil PPlus 86g MTA LON 31668
31669,Sandwich Doble Fibra PPlus 97g MTA LON 31669
31670,Sandwich Integral PPlus 112g MTA LON 31670
31684,Big Muffin Chocolate 120g DH 31684
31686,Big Muffin Vanilla con Arandano 130g DH 31686
31687,Big Muffin Choc con Chispas Choc 130g DH 31687
31688,Big Muffin Vainilla Chispas Choc 130g DH 31688
31689,Big Muffin Vainilla 120g DH 31689
31690,Tostado Integral 250g CU BIM 31690
31695,Principe KC 392g CU MLA 31695
31699,Barra Doble Fibra 1p 48g BIM 31699
31710,Bagels Regular 567g CU THO 31710
31711,English Muffins Natural 340g CU THO 31711
31716,Duo Marias 170g CU LAR 31716
31717,Bigotes Chocolate 60g TR 31717
31718,Rielito 65g TR 31718
31719,Mantecadas 2p 105g TR 31719
31720,Mantecadas Chocolate 2p 95g TR 31720
31730,Rebanadas 220g ME MTA BIM 31730
31744,Barra Doble Fibra 1p 48g SP BIM 31744
31763,Bollos Jumbo 6p 480g MTA SUN 31763
31766,Plativolos Tubo 18p 144g SP TAB MLA 31766
31767,Principe Tubo 14p 152g SP TAB MLA 31767
31768,Canelitas Tubo 33p 180g SP TAB MLA 31768
31769,Polvorones Tubo 18p 250g SP TAB MLA 31769
31770,Triki Trakes Tubo 20p 174g SP TAB MLA 31770
31771,Tortillas de Maiz 800g MTA MR 31771
31775,Bran Frut Mix Fresa Pina 320g MTB BIM 31775
31778,Tortillas de Maiz 800g Prom MR 31778
31779,Suavicremas Chocolate 158g SP MTA MLA 31779
31780,Suavicremas Vainilla 158g SP MLA 31780
31781,Suavicremas Vainilla 158g SP TAB MLA 31781
31782,Suavicremas Fresa 158g SP MLA 31782
31783,Suavicremas Fresa 158g SP TAB MLA 31783
31784,Suavicremas Chocolate 158g SP TAB MLA 31784
31799,Sandwichera Epix Futbol 72g BIM 31799
31803,Duo Marias 170g Sp CU LAR 31803
31804,Duo Marias 170g MTA LAR 31804
31827,Deliciosas Chochitos 160g LAR 31827
31828,Deliciosas Chochitos 160g CU LAR 31828
31829,Deliciosas Chochitos 160g MTB LAR 31829
31847,Tortillas de Harina 18p 630g DH 31847
31861,Spirrones 25g CU BAR 31861
31868,Bran Frut Energy 55g BIM 31868
31880,Bimbollos Parrilleros 12p 1170g BIM 31880
31905,Galleta Integ Amaranto Naranja 30g DIF 31905
31946,Pack 100 Calorias 528g GBI 31946
31964,Mini Gansito 5p 150g ME MTA MLA 31964
31971,Barri Frut Fresa 37g CU BIM 31971
31974,Chicks Energy Gum 12p 8 4g Dpy CHK 31974
31977,Tost Maiz Clasic mas Salmas 308g CJM SAN 31977
31997,Panque Chocolate 255g SP MTA BIM 31997
32015,Salmas 18g CJM SAN 32015
32026,Tostada Clasica 216g CU SAN 32026
32027,Tostada Clasica 240g CU SAN 32027
32035,Salmas Maiz Horn 108g CU SAN 32035
32037,Nachos 250g CU SAN 32037
32045,Duo NutriAve con Mul Nuez 66g SP BIM 32045
32046,Duo NutriAve con Mul Nuez 66g SP MTA BIM 32046
32053,Tostado 270g Prom CU BIM 32053
32078,Salmas y Picadita Corta 208g CJM SAN 32078
32092,Bimbollos Extra 6p 480g Prom BIM 32092
32132,Salmas Maiz Horn 108g CJM SAN 32132
32134,Mantecadas Nuez 6p 184g Det Prom TAB BIM 32134
32141,Mantecadas Vainilla 375g Cj MTB BIM 32141
32142,Donas Azucar 420g Cj MTB BIM 32142
32143,Donitas Espolvoreadas 525g Cj MTB BIM 32143
32144,Nito 620g Cj MTB BIM 32144
32168,Triki Chispas 6p 60g Cj MLA 32168
32173,Raztachoc 6p 30g SP Tira BIM 32173
32204,Churritos Chile y Limon 60g AV BAR 32204
32207,Marias 170g CU LAR 32207
32220,Sandwich Blanco Jamon 90g Prom LON 32220
32221,Sandwich Integral 112g Prom LON 32221
32222,Cuernito Jamon y Queso 80g Prom LON 32222
32223,Sandwich Doble Fibra 97g LON 32223
32224,Sand Bco Jamon sn Chile 86g Prom LON 32224
32263,Tostada Ondulada Tubo 18p 216g MR 32263
32274,Duo Pan Doble Fibra MM 1134g BIM 32274
32275,Duo Pan Doble Fibra MM 1134g MTA BIM 32275
32277,Duo Pan Integral MM 960g BIM 32277
32278,Duo Pan Integral MM 960g MTA BIM 32278
32279,Duo Pan Integral MM 960g TAB BIM 32279
32280,Duo Pan Multigrano MM 1134g BIM 32280
32281,Duo Pan Multigrano MM 1134g MTA BIM 32281
32282,Duo Pan Multigrano MM 1134g TAB BIM 32282
32283,Duo Pan Multigrano Lin MM 1134g BIM 32283
32284,Duo Pan Multigrano Lin MM 1134g MTA BIM 32284
32285,Duo Pan Multigrano Lin MM 1134g TAB BIM 32285
32286,Duo Pan Blanco MM 920g BIM 32286
32287,Duo Pan Blanco MM 920g MTA BIM 32287
32288,Duo Pan Blanco MM 920g TAB BIM 32288
32289,Duo Pan Silueta con FibraMM 908g BIM 32289
32290,Duo Pan Silueta con FibraMM 908g MTA BIM 32290
32294,Duo Pan Bco Silueta MM 1000g BIM 32294
32295,Duo Pan Bco Silueta MM 1000g MTA BIM 32295
32297,Decanelas 5 Obleas 83g LAR 32297
32298,Decanelas 5 Obleas 83g MTB LAR 32298
32301,Bimbunuelos con Canela 2p 33g MTA BIM 32301
32302,Chocotorro Fresa 1p 50g MTB MLA 32302
32303,Bigotes Chocolate 60g MTA TR 32303
32304,Bigotes Chocolate 60g TAB TR 32304
32305,Orejas 70g MTB TR 32305
32311,Tortilla Hna Mty 15p 320g MTA DH 32311
32322,Tortilla Hna RB 10p 260g Prom DH 32322
32323,Tortilla Harina Trigo 5p 280g RC MTA DH 32323
32334,Tost Maiz Nopal sn Grasa 216g CJM SAN 32334
32335,Tost Maiz Nopal sn Grasa 240g CJM SAN 32335
32336,Salmas 36p 612g CUB SAN 32336
32341,Rosquilla Nuez sin Glass 48g Tira CU TR 32341
32353,Tortillas de Harina SP 18p 630g MTA DH 32353
32360,Canelitas Tubo 33p 180g MLA 32360
32361,Canelitas Tubo 33p 180g MTB MLA 32361
32363,Duo Plativolos 148g MLA 32363
32364,Duo Plativolos 148g MTA MLA 32364
32366,Lors Tubo 18p 148g MLA 32366
32367,Lors Tubo 18p 148g MTB MLA 32367
32369,Plativolos Tubo 18p 144g MLA 32369
32370,Plativolos Tubo 18p 144g MTB MLA 32370
32371,Plativolos Tubo 18p 144g TAB MLA 32371
32372,Polvorones Tubo 18p 250g MLA 32372
32373,Polvorones Tubo 18p 250g MTB MLA 32373
32375,Principe Tubo 14p 152g MLA 32375
32376,Principe Tubo 14p 152g MTB MLA 32376
32378,Triki Trakes Tubo 20p 174g MLA 32378
32379,Triki Trakes Tubo 20p 174g MTB MLA 32379
32382,Triki Trake Choc Tubo 20p 174g MTB MLA 32382
32393,Rebanada 2p 55g SP BIM 32393
32394,Rebanada 2p 55g SP MTA BIM 32394
32395,Rebanada 2p 55g SP TAB BIM 32395
32408,Tortilla Hna Hermosi 15p 410g SP DH 32408
32409,Tortilla Hna Hermosi 15p 410g SP MTB DH 32409
32410,Pan Muerto 340g Prom TR 32410
32420,Tortilla Hna RB 10p 260g SP DH 32420
32421,Tortilla Hna RB 10p 260g SP MTA DH 32421
32426,Tostachos Monchis 75g Tira BAR 32426
32428,Tartinas Fresa 12p 156g MTB TR 32428
32433,Duo Suavicremas Chocolate 120g MLA 32433
32434,Duo Suavicremas Chocolate 120g MTA MLA 32434
32436,Salmas 24g CJM SAN 32436
32441,Tripack Tostada Clasica 720g CUB SAN 32441
32465,Tostada Clasica 240g Cj CJM SAN 32465
32472,Tostada Picadita Grande 240g Cj CJM SAN 32472
32480,Combo Clasica 2p 200g CJM SAN 32480
32491,Sand Bco Jamon sn Chile 86g MTA LON 32491
32492,Sandwich Doble Fibra 97g MTA LON 32492
32514,Mis Canelitas 2p 20g MLA 32514
32518,Polvorones Escolar 1p 19g MTA MLA 32518
32535,Galleta Gansito 3p 62g Tira MLA 32535
32536,Galleta Gansito 3p 62g Tira MTA MLA 32536
32538,Mi Barrita Fresa 26 5g MLA 32538
32541,Mi Barrita Pina 26 5g MLA 32541
32542,Mi Barrita Pina 26 5g MTA MLA 32542
32544,Lata Butter Temporada 150g GBI 32544
32546,Mini Rocko 4p 52g Cj MTA MLA 32546
32552,Canapinas 10p 30g LAR 32552
32554,Marias 170g DIF LAR 32554
32556,Mi Bran Frut Fresa 32g BIM 32556
32557,Mi Bran Frut Fresa 32g MTA BIM 32557
32558,Mi Bran Frut Fresa 32g CU BIM 32558
32575,Lors 8p 74g MTB MLA 32575
32578,Plativolos 8p 64g MTB MLA 32578
32589,Saladas 175g LAR 32589
32590,Saladas 175g CU LAR 32590
32591,Saladas 175g MTA LAR 32591
32594,Lata Corazon Besos Nuez Rosas 330g GBI 32594
32635,Star Gum Mango 8p 8g SKD 32635
32637,Super Bollos Grill 6p 480g MTA WON 32637
32639,Tubo Galleta Gansito 8p 215g MLA 32639
32640,Tubo Galleta Gansito 8p 215g MTB MLA 32640
32641,Tubo Galleta Gansito 8p 215g TAB MLA 32641
32642,Galleta Gansito KC 8p 496g MLA 32642
32668,Thins GranosSelecTrigosDor 680g MTA BIM 32668
32669,Lata Surtido Danesa Corazones 300g GBI 32669
32685,Pan Blanco Pullman 680g MTA BIM 32685
32719,Mini Milk Chispa Cho Sn Valentn 170g GBI 32719
32749,Tortilla Hna Hermosi 15p 410g MTA DH 32749
32798,Galleta Gansito 62g SP MLA 32798
32799,Galleta Gansito 62g SP MTA MLA 32799
32802,Tortillas de Maiz 800g MR 32802
32804,Thins Granos Enteros 340g MTA BIM 32804
32815,Saladas 175g SP CU LAR 32815
32816,Saladas 175g SP MTA LAR 32816
32817,Tiras para Sopa 300g MTA MR 32817
32819,Chocodonitas 6p 102g BIM 32819
32820,Chocodonitas 6p 102g MTB BIM 32820
32830,Pan Molido 240g 20pct mas BIM 32830
32838,Tortilla Granos Enteros 10p 275g MTA TR 32838
32841,Tortilla Hna Chihuahua 10p535g SP MTA DH 32841
32842,Deliciosas Chochitos 160g SP LAR 32842
32843,Deliciosas Chochitos 160g SP MTB LAR 32843
32845,Decanelas 5 Obleas 83g SP LAR 32845
32846,Decanelas 5 Obleas 83g SP MTB LAR 32846
32848,Deliciosas Vainilla 90g SP LAR 32848
32849,Deliciosas Vainilla 90g SP MTA LAR 32849
32850,Deliciosas Vainilla 90g SP TAB LAR 32850
32851,Deliciosas Chocolate 160g SP LAR 32851
32852,Deliciosas Chocolate 160g SP MTA LAR 32852
32854,Deliciosas Vainilla 160g LAR 32854
32855,Deliciosas Vainilla 160g MTA LAR 32855
32857,Deliciosas Vainilla 380g SP LAR 32857
32858,Deliciosas Vainilla 380g SP MTA LAR 32858
32860,Chocochispas 80g SP LAR 32860
32861,Chocochispas 80g SP MTA LAR 32861
32862,Chocochispas 80g SP TAB LAR 32862
32863,Chocochispas 170g Prom LAR 32863
32864,Chocochispas 170g Prom MTA LAR 32864
32869,Canapinas 115g SP LAR 32869
32870,Canapinas 115g SP MTA LAR 32870
32871,Canapinas 115g SP TAB LAR 32871
32872,Canapinas 140g SP LAR 32872
32873,Canapinas 140g SP MTA LAR 32873
32884,Deliciosas Chochitos 160g SP CU LAR 32884
32885,Thins Multigrano 340g TAB ORO 32885
32886,Thins Fibra Granos Enteros 340g TAB ORO 32886
32891,Bolsa Surtido Rico 280g GBI 32891
32894,Salmas 48p 864g CUB SAN 32894
32931,Tubix 4p 33g Cj CU MLA 32931
32932,Tubo Galleta Gansito 172g MLA 32932
32933,Lors 10p 98g MLA 32933
32934,Lors 10p 98g MTB MLA 32934
32935,Lors 10p 98g TAB MLA 32935
32936,Plativolos 10p 92g MLA 32936
32937,Plativolos 10p 92g MTB MLA 32937
32938,Plativolos 10p 92g TAB MLA 32938
32939,Principe Choc Bco 10p 110g Prom MLA 32939
32940,Principe Choc Bco 10p 110g Prom MTB MLA 32940
32941,Principe Choc Bco 10p 110g Prom TAB MLA 32941
32942,Tostada Clasica DIF 216g CJM SAN 32942
32952,Mi Gansito 5p 125g ME MLA 32952
32953,Mi Gansito 5p 125g ME MTA MLA 32953
32954,Mi Gansito 5p 125g ME TAB MLA 32954
32956,Mi Gansito Doble Choc 5p 125g ME MTA MLA 32956
32958,Mi Chocorol 6p 180g ME MLA 32958
32959,Mi Chocorol 6p 180g ME MTA MLA 32959
32960,Mi Chocorol 6p 180g ME TAB MLA 32960
32961,Mi Pinguino 6p 180g ME MLA 32961
32962,Mi Pinguino 6p 180g ME MTB MLA 32962
32963,Mi Pinguino 6p 180g ME TAB MLA 32963
32965,Mi Submarino Fresa 6p 150g ME MTA MLA 32965
32967,Mi Rollo 6p 180g ME MLA 32967
32974,Mi Gansito 10p 250g Cj MLA 32974
32975,Mi Gansito 10p 250g Cj MTA MLA 32975
32978,Mi Gansito Doble Cho 10p 250g Cj MTA MLA 32978
32980,Mi Chocorol 10p 300g Cj MLA 32980
32981,Mi Chocorol 10p 300g Cj MTA MLA 32981
32983,Mi Pinguino 10p 300g Cj MLA 32983
32984,Mi Pinguino 10p 300g Cj MTA MLA 32984
32997,Agua Ciel Toronja 600ml CC 32997
32999,Sandwich Integral Cong 112g Prom CU LON 32999
33004,Principe Crunch 8p 60g Cj CU MLA 33004
33011,Tostada Maiz Azul 200g CU SAN 33011
33021,Bombonete SnValentin 3p 55g Prom MLA 33021
33030,Sandwich Bco Jamon Cong 90g CU LON 33030
33033,Cuernito Jamon y Queso Cong 80g CU LON 33033
33043,Triki Chispas 12 KC 480g MLA 33043
33047,Mini Doraditas 4p 60g TR 33047
33048,Mini Doraditas 4p 60g MTB TR 33048
33053,Leche Gansito Choc Expendio 200ml MLA 33053
33054,Bimbollos Extra 6p 480g Prom MTA BIM 33054
33068,Tortilla Granos Enteros 10p 275g TR 33068
33074,Agua Ciel Toronja 600ml Prom CC 33074
33114,Plativolos 10p 92g CU MLA 33114
33175,Submarinos Zarzamoras Crema 114g MLA 33175
33185,Salmas Duo 36g CJM SAN 33185
33188,Tortillas de Harina SP 18p 630g DH 33188
33189,Panera Donas Azucar 12p 630g BIM 33189
33190,Charola Donita Espolv 15p 787 5g BIM 33190
33191,Charola Mantecadas 10p 625g BIM 33191
33192,Tortilla Harina FSL 11p 286g MTA DH 33192
33196,Tortilla Harina FSL SP 11p 286g DH 33196
33198,Bollo Angus McDonalds 40p 2880g BIM 33198
33204,Triki Trake Choc Tub 20p 174g SP MLA 33204
33205,Triki Trake Choc Tub 20p 174g SP MTB MLA 33205
33207,Lors Snack 75g MLA 33207
33208,Lors Snack 75g MTB MLA 33208
33241,Dutch Country Avena 400g WON 33241
33242,Dutch Country Super Pan Bco 400g WON 33242
33243,Dutch Country 100pct Ajonjo 400g WON 33243
33244,Surtido Rico 220g CU MLA 33244
33245,Surtido Rico Kc 440g CU MLA 33245
33246,Surtido Rico Kc 660g CU MLA 33246
33254,Paleton Two Pack 50g LC 33254
33260,Panera Donas Azucar 12p 630g MTA BIM 33260
33261,Charola Donita Espolv 15p 787 5g MTA BIM 33261
33262,Charola Mantecadas 10p 625g MTA BIM 33262
33263,Charola Mantecadas 10p 625g TAB BIM 33263
33264,Charola Nito 15p 930g BIM 33264
33265,Charola Nito 15p 930g MTA BIM 33265
33266,Charola Panquecitos Got 12p 840g BIM 33266
33267,Charola Panquecitos Got 12p 840g MTA BIM 33267
33286,Salmas Duo 36g TBE SAN 33286
33292,Burrito Chicharron Sals Vde 90g CU LON 33292
33294,Burrito Des Res Salsa Roja 90g CU LON 33294
33295,Burrito Asado Puerco 90g CU LON 33295
33297,Triki Chispas 60g MLA 33297
33298,Triki Chispas 60g MTA MLA 33298
33300,Medias Noches 10p 430g BIM 33300
33302,Bolsa Minibimbunuelos 500g MTA BIM 33302
33329,Rocks 6p 45g SP MTB MLA 33329
33334,Costalito Surtido Rico 1200g GBI 33334
33342,Cuernito Jamon y Queso Cong 80g CU LON 33342
33353,Principe Crunch 8p 60g Cj MTA MLA 33353
33359,Bolsita Surtido Rico 160g Tira CU GBI 33359
33366,Barri Frut Fresa 37g SP Cj CU BIM 33366
33370,Tortilla Harina 8p 220g DH 33370
33381,Totopos de Maiz 850g CJM SAN 33381
33382,Totopos de Maiz 200g CJM SAN 33382
33426,Surtido Besos 375g GBI 33426
33429,Surtido Mini Orejitas 375g GBI 33429
33432,Tartaletas Fresa y Durazno 375g GBI 33432
33643,Besos Nuez 375g GBI 33643
33647,Surtido Orejitas 340g GBI 33647
33648,Besos Nuez 340g GBI 33648
33649,Chispas de Chocolate 340g GBI 33649
33657,Deliciosas Betunadas 180g CU LAR 33657
33663,Bran Frut Dual 48g BIM 33663
33664,Bran Frut Dual 6p 240g Cj MTA BIM 33664
33671,Lors Tubo 167g MLA 33671
33672,Lors Tubo 167g MTB MLA 33672
33673,Lors Tubo 167g TAB MLA 33673
33678,Dutch Country Avena 400g MTA WON 33678
33679,Dutch Country Avena 400g TAB WON 33679
33680,Dutch Country 100pct Ajonjo 400g MTA WON 33680
33681,Dutch Country 100pct Ajonjo 400g TAB WON 33681
33682,Dutch Country Super Pan Bco 400g MTA WON 33682
33683,Dutch Country Super Pan Bco 400g TAB WON 33683
33687,Bolsita Besos de Nuez 280g GBI 33687
33688,Bolsita Besos de Nuez 160g GBI 33688
33690,Bolsita Orejitas 160g GBI 33690
33691,Bolsita Orejitas 260g GBI 33691
33693,Bolsita Teddy Bear 350g GBI 33693
33699,Galleta Gansito 3p 62g MLA 33699
33700,Galleta Gansito 3p 62g MTA MLA 33700
33708,Sandwichera Epix Osito 72g BIM 33708
33715,Bran Frut Dual 48g MTB BIM 33715
33734,Galleta Avena Chispas 8p 100g TR 33734
33735,Galleta Avena Chispas 8p 100g CU TR 33735
33736,Galleta Avena Chispas 8p 100g MTA TR 33736
33737,Galleta Avena Chispas 8p 100g TAB TR 33737
33740,Panera Donas Azucar 12p 630g TAB BIM 33740
33741,Charola Donita Espolv 15p 787 5g TAB BIM 33741
33742,Charola Nito 15p 930g TAB BIM 33742
33743,Charola Panquecitos Got 12p 840g TAB BIM 33743
33763,Galleta Gansito 3p 62g Tira CU MLA 33763
33768,Salmas 18p 108g CJM SAN 33768
33769,Salmas Dispenser 20p 360g CJM SAN 33769
33773,Deliciosas Escolar 25g CU LAR 33773
33779,Marias Escolar 24g CU LAR 33779
33794,Salmas 12g CJM SAN 33794
33822,Triki Chispas 5p 60g Tira CU MLA 33822
33841,Triki Chispas 60g CU MLA 33841
33842,Galleta Gansito 3p 62g CU MLA 33842
33845,Max Two Pack Elote Mango 2p 25g VER 33845
33853,Surtido Fina Variedad 200g CU GBI 33853
33862,Choco Roles Fresa 3X10 Prom MLA 33862
33863,Choco Roles Fresa 3X10 Prom MTB MLA 33863
33866,Rollo Fresa 20pct mas 2p 80g MTB MLA 33866
33871,Principe Crunch 8p 60g CU MLA 33871
33872,Principe Crunch 8p 60g MTA MLA 33872
33875,Lapicera Carton Distroller ABC 100g GBI 33875
33879,Chocochispas 5p 80g Tira MTA LAR 33879
33889,Bolsita Circus 25g GBI 33889
33902,Hot Nuts Multintenso 50g BAR 33902
33909,Galleta Avena Escolar 27g TR 33909
33912,Bran Frut Fresa Escolar 25g BIM 33912
34018,Submarinos Fresa Escolar 25g MLA 34018
34020,Submarinos Vainilla Escolar 25g MLA 34020
34021,Submarinos Vainilla Escolar 25g MTB MLA 34021
34025,Lonchito Clasico Juzgados 133g CU LON 34025
34044,Bigotes Chocolate 60g Prom TR 34044
34048,Mantecadas 2p 105g Prom MTA TR 34048
34050,Tortillas Harina Burreras 6p 300g DH 34050
34053,Nito 1p 62g SP BIM 34053
34054,Nito 1p 62g SP MTB BIM 34054
34055,Nito 1p 62g SP TAB BIM 34055
34056,Galleta Gansito 62g SP CU MLA 34056
34067,Lonchibox Prem Bco con Chile 90g LON 34067
34068,Lonchibox Prem Bco sn Chile 86g LON 34068
34069,Lonchibox Premium Multigrano 91g LON 34069
34071,Lonchibox Premium Cuernito 80g LON 34071
34077,Barritas Fresa Escolar 26 5g MLA 34077
34078,Barritas Fresa Escolar 26 5g MTA MLA 34078
34080,Barritas Pina Escolar 26 5g MLA 34080
34081,Barritas Pina Escolar 26 5g MTA MLA 34081
34083,Canelitas Escolar 20g MLA 34083
34084,Canelitas Escolar 20g MTA MLA 34084
34087,Triki Trakes Escolar 3p 25g MTA MLA 34087
34089,Tortilla Hna Chihuahua 10p 535g MTA DH 34089
34111,Pan Pullman con Fibra 567g MTA PUL 34111
34118,Bolsita Mini Chips 25g GBI 34118
34122,Pan Doble Fibra Muestreo 2p 61g BIM 34122
34124,Fruttimania Manzana Toy Story 10g RIC 34124
34178,Hot Dog 8p 340g FS MTA BIM 34178
34185,Panquecitos Napolitanos 2p 140g BIM 34185
34187,Salma Dispenser 43p 516g CJM SAN 34187
34195,Spina 43g Tira MTA MLA 34195
34200,Papatinas Chilix 50g BAR 34200
34204,Bimbollos 8p 450g TNB BIM 34204
34205,Bimbollos FS 12p 675g TNB BIM 34205
34206,Medias Noches 8p 340g TNB BIM 34206
34207,Medias Noches 10p 430g TNB BIM 34207
34208,Tostado 210g TNB BIM 34208
34210,Super Pan Blanco 740g TNB BIM 34210
34211,Pan Blanco 460g TNB BIM 34211
34212,Pan Doble Fibra 640g TNB BIM 34212
34213,Pan Blanco 640g TNB BIM 34213
34215,Pan Blanco Chico 360g TNB BIM 34215
34225,Magnas 200g SP LAR 34225
34226,Magnas 200g SP MTB LAR 34226
34227,Magnas 200g SP TAB LAR 34227
34255,Tostada Ondulada Tubo 30p 360g TNB MR 34255
34256,Tostada Ondulada Tubo 18p 216g TNB MR 34256
34257,Tostada Plana 15p 175g TNB MR 34257
34258,Totopo Chilaquiles 500g TNB MR 34258
34259,Barra Coco GV 634g MP 34259
34264,Bimbollos Extra 6p 480g TNB BIM 34264
34292,Pan Integral 370g TNB BIM 34292
34299,Tortilla Precocida 20p 500g MTA TR 34299
34301,Tortilla Hna 100pct Int 10p 275g WON 34301
34302,Tortilla Hna 100pct Int 10p 275g MTA WON 34302
34326,Galleta Gansito 20p 1240g MLA 34326
34327,Mantecadas Chocolate 8p 250g ME BIM 34327
34328,Mantecadas Chocolate 8p 250g ME MTA BIM 34328
34333,Galleta Gansito 3p 62g CC CU MLA 34333
34337,Galleta Gansito 3p 62g CC Tira CU MLA 34337
34348,Principe Mix 20p 1724g MLA 34348
